history_id,opp_id,from_stage_num,to_stage_num,changed_at,changed_by,_synced_at
HIS-002087,OPP-00463,4,6,2025-11-08 08:26:09,USR-0024,2026-04-01 05:30:00
HIS-002088,OPP-00464,0,1,2025-10-19 08:09:33,USR-0025,2026-04-01 05:30:00
HIS-002089,OPP-00464,1,2,2025-11-18 03:21:40,USR-0025,2026-04-01 05:30:00
HIS-002090,OPP-00464,2,3,2025-11-29 14:31:35,USR-0025,2026-04-01 05:30:00
HIS-002091,OPP-00464,3,4,2025-12-07 09:28:32,USR-0025,2026-04-01 05:30:00
HIS-002092,OPP-00464,4,5,2025-12-17 19:45:54,USR-0025,2026-04-01 05:30:00
HIS-002093,OPP-00465,0,1,2025-11-03 11:40:16,USR-0034,2026-04-01 05:30:00
HIS-002094,OPP-00465,1,2,2025-11-23 03:38:38,USR-0034,2026-04-01 05:30:00
HIS-002095,OPP-00465,2,3,2026-01-18 21:40:45,USR-0034,2026-04-01 05:30:00
HIS-002096,OPP-00465,3,4,2026-02-01 13:25:40,USR-0034,2026-04-01 05:30:00
HIS-002097,OPP-00465,4,6,2026-02-15 20:15:07,USR-0034,2026-04-01 05:30:00
HIS-002098,OPP-00466,0,1,2025-10-08 04:29:04,USR-0036,2026-04-01 05:30:00
HIS-002099,OPP-00466,1,2,2025-11-22 18:32:35,USR-0036,2026-04-01 05:30:00
HIS-002100,OPP-00466,2,3,2025-12-24 21:39:52,USR-0036,2026-04-01 05:30:00
HIS-002101,OPP-00466,3,4,2026-01-20 11:13:52,USR-0036,2026-04-01 05:30:00
HIS-002102,OPP-00466,4,5,2026-02-06 16:00:07,USR-0036,2026-04-01 05:30:00
HIS-002103,OPP-00467,0,1,2025-11-25 22:24:10,USR-0028,2026-04-01 05:30:00
HIS-002104,OPP-00467,1,2,2025-12-08 07:16:50,USR-0028,2026-04-01 05:30:00
HIS-002105,OPP-00467,2,3,2025-12-09 17:47:10,USR-0028,2026-04-01 05:30:00
HIS-002106,OPP-00467,3,4,2025-12-19 04:24:01,USR-0028,2026-04-01 05:30:00
HIS-002107,OPP-00467,4,6,2025-12-20 03:35:13,USR-0028,2025-12-19 03:35:13
HIS-002108,OPP-00468,0,1,2026-02-28 22:44:55,USR-0023,2026-04-01 05:30:00
HIS-002109,OPP-00468,1,2,2026-03-07 16:08:49,USR-0023,2026-04-01 05:30:00
HIS-002110,OPP-00468,2,3,2026-03-15 03:00:49,USR-0023,2026-04-01 05:30:00
HIS-002111,OPP-00469,0,1,2026-02-18 23:04:00,USR-0026,2026-04-01 05:30:00
HIS-002112,OPP-00469,1,2,2026-02-21 17:27:20,USR-0026,2026-04-01 05:30:00
HIS-002113,OPP-00469,2,3,2026-02-22 15:35:04,USR-0026,2026-04-01 05:30:00
HIS-002114,OPP-00469,3,4,2026-02-26 05:04:03,USR-0026,2026-04-01 05:30:00
HIS-002115,OPP-00469,4,5,2026-03-04 04:44:50,USR-0026,2026-04-01 05:30:00
HIS-002116,OPP-00470,0,1,2025-12-25 02:43:08,USR-0026,2026-04-01 05:30:00
HIS-002117,OPP-00470,1,2,2026-01-05 05:18:30,USR-0026,2026-04-01 05:30:00
HIS-002118,OPP-00470,2,3,2026-01-14 22:17:21,USR-0026,2026-04-01 05:30:00
HIS-002119,OPP-00470,3,4,2026-01-16 15:02:01,USR-0026,2026-04-01 05:30:00
HIS-002120,OPP-00470,4,6,2026-01-18 07:07:19,USR-0026,2026-04-01 05:30:00
HIS-002121,OPP-00471,0,1,2026-02-21 17:43:31,USR-0032,2026-04-01 05:30:00
HIS-002122,OPP-00471,1,2,2026-02-26 04:20:16,USR-0032,2026-04-01 05:30:00
HIS-002123,OPP-00471,2,3,2026-03-08 03:33:55,USR-0032,2026-03-07 03:33:55
HIS-002124,OPP-00472,0,1,2025-09-12 07:59:47,USR-0026,2026-04-01 05:30:00
HIS-002125,OPP-00472,1,2,2025-09-21 19:17:02,USR-0026,2026-04-01 05:30:00
HIS-002126,OPP-00472,2,3,2025-09-27 10:24:20,USR-0026,2026-04-01 05:30:00
HIS-002127,OPP-00472,3,4,2025-10-01 09:46:46,USR-0026,2026-04-01 05:30:00
HIS-002128,OPP-00472,4,6,2025-10-02 07:30:46,USR-0026,2026-04-01 05:30:00
HIS-002129,OPP-00473,0,1,2025-10-24 00:21:45,USR-0023,2026-04-01 05:30:00
HIS-002130,OPP-00473,1,2,2025-10-27 01:48:12,USR-0023,2026-04-01 05:30:00
HIS-002131,OPP-00473,2,3,2025-10-30 02:18:59,USR-0023,2026-04-01 05:30:00
HIS-002132,OPP-00473,3,4,2025-11-01 22:33:21,USR-0023,2026-04-01 05:30:00
HIS-002133,OPP-00473,4,6,2025-11-03 09:27:08,USR-0023,2026-04-01 05:30:00
HIS-002134,OPP-00474,0,1,2025-12-11 11:53:58,USR-0028,2026-04-01 05:30:00
HIS-002135,OPP-00474,1,2,2025-12-17 05:31:14,USR-0028,2026-04-01 05:30:00
HIS-002136,OPP-00474,2,3,2025-12-22 12:41:06,USR-0028,2026-04-01 05:30:00
HIS-002137,OPP-00474,3,4,2025-12-27 09:16:01,USR-0028,2026-04-01 05:30:00
HIS-002138,OPP-00474,4,6,2026-01-02 19:09:38,USR-0028,2026-04-01 05:30:00
HIS-002139,OPP-00475,0,1,2025-11-27 00:14:03,USR-0025,2026-04-01 05:30:00
HIS-002140,OPP-00475,1,2,2025-12-04 14:29:38,USR-0025,2026-04-01 05:30:00
HIS-002141,OPP-00475,2,3,2025-12-10 06:51:33,USR-0025,2026-04-01 05:30:00
HIS-002142,OPP-00475,3,4,2025-12-21 21:50:15,USR-0025,2026-04-01 05:30:00
HIS-002143,OPP-00475,4,6,2025-12-25 00:30:43,USR-0025,2026-04-01 05:30:00
HIS-002144,OPP-00476,0,1,2025-09-07 20:15:53,USR-0025,2026-04-01 05:30:00
HIS-002145,OPP-00476,1,2,2025-09-17 05:53:04,USR-0025,2026-04-01 05:30:00
HIS-002146,OPP-00476,2,3,2025-09-19 00:43:34,USR-0025,2026-04-01 05:30:00
HIS-002147,OPP-00476,3,4,2025-10-01 11:16:45,USR-0025,2026-04-01 05:30:00
HIS-002148,OPP-00476,4,6,2025-10-04 15:43:01,USR-0025,2026-04-01 05:30:00
HIS-002149,OPP-00477,0,1,2026-02-02 09:43:05,USR-0026,2026-04-01 05:30:00
HIS-002150,OPP-00477,1,2,2026-02-05 05:34:21,USR-0026,2026-04-01 05:30:00
HIS-002151,OPP-00477,2,3,2026-02-06 19:00:56,USR-0026,2026-04-01 05:30:00
HIS-002152,OPP-00477,3,4,2026-02-07 02:13:41,USR-0026,2026-04-01 05:30:00
HIS-002153,OPP-00477,4,6,2026-02-07 17:06:49,USR-0026,2026-04-01 05:30:00
HIS-002154,OPP-00478,0,1,2026-01-22 10:02:31,USR-0036,2026-04-01 05:30:00
HIS-002155,OPP-00478,1,2,2026-02-07 00:38:03,USR-0036,2026-04-01 05:30:00
HIS-002156,OPP-00479,0,1,2025-11-25 09:06:20,USR-0023,2026-04-01 05:30:00
HIS-002157,OPP-00479,1,2,2025-11-29 14:13:36,USR-0023,2026-04-01 05:30:00
HIS-002158,OPP-00479,2,3,2025-11-29 23:08:22,USR-0023,2026-04-01 05:30:00
HIS-002159,OPP-00479,3,4,2025-12-03 17:30:02,USR-0023,2026-04-01 05:30:00
HIS-002160,OPP-00479,4,6,2025-12-06 08:06:17,USR-0023,2026-04-01 05:30:00
HIS-002161,OPP-00480,0,1,2026-03-11 23:27:30,USR-0033,2026-04-01 05:30:00
HIS-002162,OPP-00480,1,2,2026-03-22 02:29:20,USR-0033,2026-04-01 05:30:00
HIS-002168,OPP-00482,0,1,2026-01-04 08:44:18,USR-0026,2026-04-01 05:30:00
HIS-002169,OPP-00482,1,2,2026-01-06 09:14:03,USR-0026,2026-04-01 05:30:00
HIS-002170,OPP-00482,2,3,2026-01-10 07:57:27,USR-0026,2026-04-01 05:30:00
HIS-002171,OPP-00482,3,4,2026-01-23 00:37:17,USR-0026,2026-04-01 05:30:00
HIS-002172,OPP-00482,4,6,2026-01-25 08:38:04,USR-0026,2026-04-01 05:30:00
HIS-002173,OPP-00483,0,1,2025-09-26 08:59:04,USR-0037,2026-04-01 05:30:00
HIS-002174,OPP-00483,1,2,2025-10-07 16:49:08,USR-0037,2026-04-01 05:30:00
HIS-002175,OPP-00483,2,3,2025-10-27 01:04:19,USR-0037,2026-04-01 05:30:00
HIS-002176,OPP-00483,3,4,2025-11-08 09:13:54,USR-0037,2026-04-01 05:30:00
HIS-002177,OPP-00483,4,5,2025-11-11 08:12:48,USR-0037,2026-04-01 05:30:00
HIS-002178,OPP-00484,0,1,2026-01-22 16:59:30,USR-0037,2026-04-01 05:30:00
HIS-002179,OPP-00484,1,2,2026-02-01 07:16:13,USR-0037,2026-04-01 05:30:00
HIS-002180,OPP-00484,2,3,2026-02-04 10:56:54,USR-0037,2026-04-01 05:30:00
HIS-002181,OPP-00484,3,4,2026-02-25 20:42:45,USR-0037,2026-04-01 05:30:00
HIS-002182,OPP-00484,4,6,2026-03-13 09:35:38,USR-0037,2026-04-01 05:30:00
HIS-002183,OPP-00485,0,1,2025-12-28 13:38:30,USR-0037,2026-04-01 05:30:00
HIS-002184,OPP-00485,1,2,2026-01-28 02:58:38,USR-0037,2026-04-01 05:30:00
HIS-002185,OPP-00485,2,3,2026-01-29 15:36:45,USR-0037,2026-04-01 05:30:00
HIS-002186,OPP-00485,3,4,2026-02-02 19:18:58,USR-0037,2026-04-01 05:30:00
HIS-002187,OPP-00485,4,5,2026-02-12 16:55:46,USR-0037,2026-04-01 05:30:00
HIS-002188,OPP-00486,0,1,2025-11-13 11:37:06,USR-0040,2026-04-01 05:30:00
HIS-002189,OPP-00486,1,2,2025-11-15 18:07:22,USR-0040,2026-04-01 05:30:00
HIS-002190,OPP-00486,2,3,2025-11-25 07:55:01,USR-0040,2026-04-01 05:30:00
HIS-002191,OPP-00486,3,4,2025-12-10 07:54:14,USR-0040,2026-04-01 05:30:00
HIS-002192,OPP-00486,4,6,2026-02-04 11:48:50,USR-0040,2026-04-01 05:30:00
HIS-002193,OPP-00487,0,1,2025-09-20 19:36:55,USR-0037,2026-04-01 05:30:00
HIS-002194,OPP-00487,1,2,2025-10-01 10:28:08,USR-0037,2026-04-01 05:30:00
HIS-002195,OPP-00487,2,3,2025-10-21 12:19:41,USR-0037,2026-04-01 05:30:00
HIS-002196,OPP-00487,3,4,2025-10-31 18:50:49,USR-0037,2026-04-01 05:30:00
HIS-002197,OPP-00487,4,6,2025-11-18 06:55:17,USR-0037,2026-04-01 05:30:00
HIS-002198,OPP-00488,0,1,2026-02-22 21:48:24,USR-0037,2026-04-01 05:30:00
HIS-002199,OPP-00488,1,2,2026-03-09 00:19:55,USR-0037,2026-04-01 05:30:00
HIS-002200,OPP-00488,2,3,2026-03-14 11:35:55,USR-0037,2026-04-01 05:30:00
HIS-002201,OPP-00488,3,4,2026-03-26 16:49:00,USR-0037,2026-04-01 05:30:00
HIS-002202,OPP-00489,0,1,2026-02-11 12:15:09,USR-0037,2026-04-01 05:30:00
HIS-002203,OPP-00489,1,2,2026-03-07 02:33:50,USR-0037,2026-04-01 05:30:00
HIS-002204,OPP-00489,2,3,2026-03-10 11:12:21,USR-0037,2026-04-01 05:30:00
HIS-002205,OPP-00489,3,4,2026-03-31 22:57:02,USR-0037,2026-04-01 05:30:00
HIS-002206,OPP-00490,0,1,2026-01-25 18:26:10,USR-0038,2026-04-01 05:30:00
HIS-002207,OPP-00490,1,2,2026-02-11 05:08:02,USR-0038,2026-04-01 05:30:00
HIS-002208,OPP-00490,2,3,2026-02-14 22:10:06,USR-0038,2026-04-01 05:30:00
HIS-002209,OPP-00490,3,4,2026-03-02 03:22:14,USR-0038,2026-04-01 05:30:00
HIS-002210,OPP-00490,4,6,2026-03-02 13:31:35,USR-0038,2026-04-01 05:30:00
HIS-002211,OPP-00491,0,1,2025-10-08 03:55:49,USR-0040,2026-04-01 05:30:00
HIS-002212,OPP-00491,1,2,2025-11-27 13:13:28,USR-0040,2026-04-01 05:30:00
HIS-002213,OPP-00491,2,3,2025-12-08 19:59:21,USR-0040,2026-04-01 05:30:00
HIS-002214,OPP-00491,3,4,2025-12-23 15:51:01,USR-0040,2025-12-22 15:51:01
HIS-002215,OPP-00491,4,5,2026-01-11 15:27:21,USR-0040,2026-04-01 05:30:00
HIS-002216,OPP-00492,0,1,2025-10-05 03:04:49,USR-0037,2026-04-01 05:30:00
HIS-002217,OPP-00492,1,2,2025-10-19 14:43:35,USR-0037,2026-04-01 05:30:00
HIS-002218,OPP-00492,2,3,2025-10-24 00:43:01,USR-0037,2026-04-01 05:30:00
HIS-002219,OPP-00492,3,4,2025-11-01 06:03:11,USR-0037,2026-04-01 05:30:00
HIS-002220,OPP-00492,4,5,2025-11-26 01:03:57,USR-0037,2026-04-01 05:30:00
HIS-002221,OPP-00493,0,1,2025-09-21 06:28:15,USR-0039,2026-04-01 05:30:00
HIS-002222,OPP-00493,1,2,2025-10-23 00:49:04,USR-0039,2026-04-01 05:30:00
HIS-002223,OPP-00493,2,3,2025-10-23 23:19:21,USR-0039,2026-04-01 05:30:00
HIS-002224,OPP-00493,3,4,2025-10-25 22:22:12,USR-0039,2026-04-01 05:30:00
HIS-002225,OPP-00493,4,6,2025-11-04 16:56:56,USR-0039,2026-04-01 05:30:00
HIS-002226,OPP-00494,0,1,2026-03-23 13:46:40,USR-0038,2026-04-01 05:30:00
HIS-002227,OPP-00495,0,1,2026-03-19 13:27:21,USR-0037,2026-04-01 05:30:00
HIS-002228,OPP-00495,1,2,2026-03-24 09:23:40,USR-0037,2026-04-01 05:30:00
HIS-002229,OPP-00496,0,1,2025-10-18 14:34:33,USR-0038,2026-04-01 05:30:00
HIS-002230,OPP-00496,1,2,2025-11-01 20:28:39,USR-0038,2026-04-01 05:30:00
HIS-002231,OPP-00496,2,3,2025-11-05 12:17:17,USR-0038,2026-04-01 05:30:00
HIS-002232,OPP-00496,3,4,2025-11-11 01:33:54,USR-0038,2026-04-01 05:30:00
HIS-002233,OPP-00496,4,5,2025-11-25 23:48:26,USR-0038,2026-04-01 05:30:00
HIS-002234,OPP-00497,0,1,2025-11-10 00:36:24,USR-0039,2026-04-01 05:30:00
HIS-002235,OPP-00497,1,2,2026-02-25 04:04:41,USR-0039,2026-04-01 05:30:00
HIS-002236,OPP-00497,2,3,2026-03-02 11:48:59,USR-0039,2026-04-01 05:30:00
HIS-002237,OPP-00497,3,4,2026-03-09 12:09:17,USR-0039,2026-04-01 05:30:00
HIS-002238,OPP-00497,4,5,2026-03-19 05:01:36,USR-0039,2026-04-01 05:30:00
HIS-002239,OPP-00498,0,1,2026-03-30 02:34:44,USR-0038,2026-04-01 05:30:00
HIS-002240,OPP-00499,0,1,2026-01-26 11:50:05,USR-0038,2026-04-01 05:30:00
HIS-002241,OPP-00499,1,2,2026-02-14 17:45:39,USR-0038,2026-04-01 05:30:00
HIS-002242,OPP-00499,2,3,2026-03-01 07:43:18,USR-0038,2026-04-01 05:30:00
HIS-002243,OPP-00499,3,4,2026-03-07 00:42:35,USR-0038,2026-04-01 05:30:00
HIS-002244,OPP-00499,4,6,2026-03-09 00:59:01,USR-0038,2026-04-01 05:30:00
HIS-002245,OPP-00500,0,1,2026-01-23 02:07:00,USR-0037,2026-04-01 05:30:00
HIS-002246,OPP-00500,1,2,2026-02-07 09:40:23,USR-0037,2026-04-01 05:30:00
HIS-002247,OPP-00500,2,3,2026-02-10 23:24:08,USR-0037,2026-04-01 05:30:00
HIS-002248,OPP-00500,3,4,2026-02-16 02:08:49,USR-0037,2026-04-01 05:30:00
HIS-002249,OPP-00500,4,6,2026-02-23 22:32:59,USR-0037,2026-04-01 05:30:00
HIS-002250,OPP-00501,0,1,2025-12-02 08:28:10,USR-0038,2026-04-01 05:30:00
HIS-002251,OPP-00501,1,2,2026-01-15 08:58:24,USR-0038,2026-04-01 05:30:00
HIS-002252,OPP-00501,2,3,2026-01-29 14:30:48,USR-0038,2026-04-01 05:30:00
HIS-002253,OPP-00502,0,1,2026-03-17 08:03:05,USR-0040,2026-04-01 05:30:00
HIS-002254,OPP-00503,0,1,2026-02-16 08:07:42,USR-0040,2026-04-01 05:30:00
HIS-002255,OPP-00503,1,2,2026-03-11 09:21:56,USR-0040,2026-04-01 05:30:00
HIS-002256,OPP-00503,2,3,2026-03-31 14:19:35,USR-0040,2026-04-01 05:30:00
HIS-002257,OPP-00504,0,1,2025-10-27 11:40:15,USR-0038,2026-04-01 05:30:00
HIS-002258,OPP-00504,1,2,2025-11-04 17:58:32,USR-0038,2026-04-01 05:30:00
HIS-002259,OPP-00504,2,3,2025-11-05 08:53:07,USR-0038,2025-11-04 08:53:07
HIS-002260,OPP-00504,3,4,2025-11-06 09:16:06,USR-0038,2026-04-01 05:30:00
HIS-002261,OPP-00504,4,6,2025-11-16 00:27:44,USR-0038,2026-04-01 05:30:00
HIS-002262,OPP-00505,0,1,2026-01-29 19:19:07,USR-0038,2026-01-28 19:19:07
HIS-002263,OPP-00505,1,2,2026-03-04 12:01:10,USR-0038,2026-04-01 05:30:00
HIS-002264,OPP-00506,0,1,2026-02-06 15:59:39,USR-0037,2026-04-01 05:30:00
HIS-002265,OPP-00506,1,2,2026-03-04 11:58:41,USR-0037,2026-03-03 11:58:41
HIS-002266,OPP-00506,2,3,2026-03-11 16:33:11,USR-0037,2026-04-01 05:30:00
HIS-002267,OPP-00506,3,4,2026-03-12 02:36:14,USR-0037,2026-04-01 05:30:00
HIS-002268,OPP-00506,4,6,2026-03-18 08:54:11,USR-0037,2026-04-01 05:30:00
HIS-002269,OPP-00507,0,1,2025-12-06 20:25:46,USR-0039,2026-04-01 05:30:00
HIS-002270,OPP-00507,1,2,2025-12-19 07:10:06,USR-0039,2026-04-01 05:30:00
HIS-002271,OPP-00507,2,3,2025-12-19 13:49:22,USR-0039,2026-04-01 05:30:00
HIS-002272,OPP-00507,3,4,2025-12-23 19:12:35,USR-0039,2026-04-01 05:30:00
HIS-002273,OPP-00507,4,6,2026-02-07 02:41:06,USR-0039,2026-04-01 05:30:00
HIS-002274,OPP-00508,0,1,2025-09-07 06:28:34,USR-0037,2026-04-01 05:30:00
HIS-002275,OPP-00508,1,2,2025-09-16 05:17:29,USR-0037,2026-04-01 05:30:00
HIS-002276,OPP-00508,2,3,2025-09-18 08:55:30,USR-0037,2026-04-01 05:30:00
HIS-002277,OPP-00508,3,4,2025-09-21 21:18:56,USR-0037,2026-04-01 05:30:00
HIS-002278,OPP-00508,4,5,2025-09-29 20:45:51,USR-0037,2026-04-01 05:30:00
HIS-002279,OPP-00509,0,1,2026-03-19 18:29:55,USR-0038,2026-04-01 05:30:00
HIS-002280,OPP-00510,0,1,2025-10-21 11:42:23,USR-0037,2026-04-01 05:30:00
HIS-002281,OPP-00510,1,2,2025-12-02 18:45:20,USR-0037,2026-04-01 05:30:00
HIS-002282,OPP-00510,2,3,2025-12-03 09:09:47,USR-0037,2026-04-01 05:30:00
HIS-002283,OPP-00510,3,4,2025-12-11 17:51:45,USR-0037,2026-04-01 05:30:00
HIS-002284,OPP-00510,4,6,2025-12-15 06:19:17,USR-0037,2026-04-01 05:30:00
HIS-002285,OPP-00511,0,1,2025-10-22 05:04:14,USR-0038,2026-04-01 05:30:00
HIS-002286,OPP-00511,1,2,2025-11-22 21:50:51,USR-0038,2026-04-01 05:30:00
HIS-002287,OPP-00511,2,3,2025-12-01 15:32:51,USR-0038,2026-04-01 05:30:00
HIS-002288,OPP-00511,3,4,2026-01-10 12:02:09,USR-0038,2026-04-01 05:30:00
HIS-002289,OPP-00511,4,5,2026-02-03 09:25:13,USR-0038,2026-04-01 05:30:00
HIS-002290,OPP-00512,0,1,2025-11-17 07:44:39,USR-0037,2026-04-01 05:30:00
HIS-002291,OPP-00512,1,2,2025-12-01 16:47:00,USR-0037,2026-04-01 05:30:00
HIS-002292,OPP-00512,2,3,2025-12-23 03:15:08,USR-0037,2026-04-01 05:30:00
HIS-002293,OPP-00512,3,4,2025-12-26 05:43:47,USR-0037,2026-04-01 05:30:00
HIS-002294,OPP-00512,4,5,2025-12-31 16:44:04,USR-0037,2026-04-01 05:30:00
HIS-002295,OPP-00513,0,1,2025-10-20 15:28:10,USR-0038,2026-04-01 05:30:00
HIS-002296,OPP-00513,1,2,2025-10-31 06:32:59,USR-0038,2026-04-01 05:30:00
HIS-002297,OPP-00513,2,3,2025-11-01 06:43:49,USR-0038,2026-04-01 05:30:00
HIS-002298,OPP-00513,3,4,2025-11-01 14:51:16,USR-0038,2026-04-01 05:30:00
HIS-002299,OPP-00513,4,5,2025-11-11 08:08:22,USR-0038,2026-04-01 05:30:00
HIS-002300,OPP-00514,0,1,2026-03-29 13:51:25,USR-0038,2026-04-01 05:30:00
HIS-002301,OPP-00515,0,1,2025-10-27 14:36:44,USR-0040,2026-04-01 05:30:00
HIS-002302,OPP-00515,1,2,2026-02-17 12:20:43,USR-0040,2026-04-01 05:30:00
HIS-002303,OPP-00515,2,3,2026-02-18 13:25:21,USR-0040,2026-04-01 05:30:00
HIS-002304,OPP-00516,0,1,2025-09-08 09:09:35,USR-0038,2026-04-01 05:30:00
HIS-002305,OPP-00516,1,2,2025-09-16 09:28:53,USR-0038,2026-04-01 05:30:00
HIS-002306,OPP-00516,2,3,2025-09-18 15:58:16,USR-0038,2026-04-01 05:30:00
HIS-002307,OPP-00516,3,4,2025-09-20 22:52:32,USR-0038,2025-09-19 22:52:32
HIS-002308,OPP-00516,4,6,2025-10-26 03:28:59,USR-0038,2026-04-01 05:30:00
HIS-002309,OPP-00517,0,1,2026-02-26 14:49:44,USR-0038,2026-04-01 05:30:00
HIS-002310,OPP-00517,1,2,2026-03-14 00:37:48,USR-0038,2026-04-01 05:30:00
HIS-002311,OPP-00517,2,3,2026-03-27 15:23:45,USR-0038,2026-04-01 05:30:00
HIS-002312,OPP-00518,0,1,2026-03-25 17:43:58,USR-0037,2026-04-01 05:30:00
HIS-002313,OPP-00519,0,1,2026-03-08 20:11:45,USR-0037,2026-04-01 05:30:00
HIS-002314,OPP-00519,1,2,2026-03-21 15:23:58,USR-0037,2026-04-01 05:30:00
HIS-002315,OPP-00520,0,1,2025-09-22 04:13:19,USR-0038,2026-04-01 05:30:00
HIS-002316,OPP-00520,1,2,2025-10-07 08:43:34,USR-0038,2026-04-01 05:30:00
HIS-002317,OPP-00520,2,3,2025-10-08 16:10:39,USR-0038,2026-04-01 05:30:00
HIS-002318,OPP-00520,3,4,2025-11-23 05:54:14,USR-0038,2026-04-01 05:30:00
HIS-002319,OPP-00520,4,6,2025-11-24 22:24:47,USR-0038,2026-04-01 05:30:00
HIS-002320,OPP-00521,0,1,2026-01-20 10:14:00,USR-0038,2026-04-01 05:30:00
HIS-002321,OPP-00521,1,2,2026-02-09 06:38:50,USR-0038,2026-04-01 05:30:00
HIS-002322,OPP-00521,2,3,2026-03-19 13:27:23,USR-0038,2026-04-01 05:30:00
HIS-002323,OPP-00521,3,4,2026-03-27 09:16:20,USR-0038,2026-04-01 05:30:00
HIS-002324,OPP-00521,4,6,2026-03-28 11:25:39,USR-0038,2026-04-01 05:30:00
HIS-002325,OPP-00522,0,1,2026-01-06 06:30:31,USR-0037,2026-04-01 05:30:00
HIS-002326,OPP-00522,1,2,2026-02-07 02:15:47,USR-0037,2026-04-01 05:30:00
HIS-002327,OPP-00522,2,3,2026-02-08 18:10:31,USR-0037,2026-04-01 05:30:00
HIS-002328,OPP-00522,3,4,2026-03-05 04:48:09,USR-0037,2026-04-01 05:30:00
HIS-002329,OPP-00522,4,6,2026-03-10 17:41:57,USR-0037,2026-04-01 05:30:00
HIS-002330,OPP-00523,0,1,2026-01-20 14:19:42,USR-0037,2026-04-01 05:30:00
HIS-002331,OPP-00523,1,2,2026-02-11 12:40:28,USR-0037,2026-04-01 05:30:00
HIS-002332,OPP-00523,2,3,2026-02-20 17:22:06,USR-0037,2026-04-01 05:30:00
HIS-002333,OPP-00523,3,4,2026-03-07 13:00:16,USR-0037,2026-04-01 05:30:00
HIS-002334,OPP-00523,4,5,2026-03-12 09:09:14,USR-0037,2026-04-01 05:30:00
HIS-002335,OPP-00524,0,1,2026-03-18 08:44:11,USR-0037,2026-04-01 05:30:00
HIS-002336,OPP-00525,0,1,2026-01-10 20:28:18,USR-0037,2026-04-01 05:30:00
HIS-002337,OPP-00525,1,2,2026-03-10 02:26:24,USR-0037,2026-04-01 05:30:00
HIS-002338,OPP-00525,2,3,2026-03-12 02:21:41,USR-0037,2026-04-01 05:30:00
HIS-002339,OPP-00525,3,4,2026-03-16 22:02:47,USR-0037,2026-04-01 05:30:00
HIS-002340,OPP-00525,4,6,2026-03-27 07:45:13,USR-0037,2026-04-01 05:30:00
HIS-002341,OPP-00526,0,1,2025-12-12 10:10:28,USR-0037,2026-04-01 05:30:00
HIS-002342,OPP-00526,1,2,2026-02-08 13:23:57,USR-0037,2026-04-01 05:30:00
HIS-002343,OPP-00526,2,3,2026-02-16 19:03:40,USR-0037,2026-04-01 05:30:00
HIS-002344,OPP-00526,3,4,2026-02-23 07:22:21,USR-0037,2026-04-01 05:30:00
HIS-002345,OPP-00526,4,6,2026-03-12 21:48:12,USR-0037,2026-04-01 05:30:00
HIS-002346,OPP-00527,0,1,2025-12-19 08:58:29,USR-0037,2026-04-01 05:30:00
HIS-002347,OPP-00527,1,2,2026-02-27 22:28:27,USR-0037,2026-04-01 05:30:00
HIS-002348,OPP-00527,2,3,2026-03-27 07:18:18,USR-0037,2026-04-01 05:30:00
HIS-002349,OPP-00527,3,4,2026-03-27 09:50:33,USR-0037,2026-04-01 05:30:00
HIS-002350,OPP-00528,0,1,2026-03-04 21:00:27,USR-0037,2026-04-01 05:30:00
HIS-002351,OPP-00528,1,2,2026-03-16 06:41:04,USR-0037,2026-04-01 05:30:00
HIS-002352,OPP-00528,2,3,2026-03-26 16:01:50,USR-0037,2026-04-01 05:30:00
HIS-002353,OPP-00528,3,4,2026-03-28 02:21:57,USR-0037,2026-04-01 05:30:00
HIS-002354,OPP-00528,4,6,2026-03-31 22:10:54,USR-0037,2026-04-01 05:30:00
HIS-002355,OPP-00529,0,1,2026-02-20 23:55:07,USR-0037,2026-04-01 05:30:00
HIS-002356,OPP-00529,1,2,2026-03-03 16:23:47,USR-0037,2026-04-01 05:30:00
HIS-002357,OPP-00529,2,3,2026-03-08 04:42:04,USR-0037,2026-04-01 05:30:00
HIS-002358,OPP-00529,3,4,2026-03-16 04:58:58,USR-0037,2026-04-01 05:30:00
HIS-002359,OPP-00529,4,6,2026-03-16 19:21:44,USR-0037,2026-04-01 05:30:00
HIS-002360,OPP-00530,0,1,2025-11-10 02:51:02,USR-0037,2026-04-01 05:30:00
HIS-002361,OPP-00530,1,2,2025-11-30 10:12:18,USR-0037,2026-04-01 05:30:00
HIS-002362,OPP-00530,2,3,2025-12-04 04:57:31,USR-0037,2026-04-01 05:30:00
HIS-002363,OPP-00530,3,4,2025-12-15 20:06:48,USR-0037,2026-04-01 05:30:00
HIS-002364,OPP-00530,4,5,2025-12-17 10:17:40,USR-0037,2026-04-01 05:30:00
HIS-002365,OPP-00531,0,1,2025-12-27 04:52:21,USR-0039,2026-04-01 05:30:00
HIS-002366,OPP-00531,1,2,2026-01-19 01:16:39,USR-0039,2026-04-01 05:30:00
HIS-002367,OPP-00531,2,3,2026-02-18 10:40:57,USR-0039,2026-04-01 05:30:00
HIS-002368,OPP-00531,3,4,2026-03-25 05:07:18,USR-0039,2026-04-01 05:30:00
HIS-002369,OPP-00532,0,1,2026-01-07 12:57:33,USR-0038,2026-04-01 05:30:00
HIS-002370,OPP-00532,1,2,2026-01-21 03:17:51,USR-0038,2026-04-01 05:30:00
