hs_contact_id,sf_lead_id,match_confidence
HS-002716,LEAD-002716,high
HS-002717,LEAD-002717,high
HS-002718,LEAD-002718,high
HS-002719,LEAD-002719,high
HS-002720,LEAD-002720,high
HS-002721,LEAD-002721,high
HS-002722,LEAD-002722,high
HS-002723,LEAD-002723,high
HS-002724,LEAD-002724,high
HS-002725,LEAD-002725,high
HS-002726,LEAD-002726,high
HS-002727,LEAD-002727,high
HS-002728,LEAD-002728,high
HS-002729,LEAD-002729,high
HS-002730,LEAD-002730,high
HS-002731,,low
HS-002732,LEAD-002732,high
HS-002733,,low
HS-002734,LEAD-002734,high
HS-002735,LEAD-002735,high
HS-002736,LEAD-002736,high
HS-002737,LEAD-002737,high
HS-002738,LEAD-002738,high
HS-002739,LEAD-002739,high
HS-002740,LEAD-002740,high
HS-002741,LEAD-002741,high
HS-002742,LEAD-002742,high
HS-002743,LEAD-002743,high
HS-002744,LEAD-002744,high
HS-002745,LEAD-002745,high
HS-002746,LEAD-002746,high
HS-002747,LEAD-002747,high
HS-002748,LEAD-002748,high
HS-002749,LEAD-002749,high
HS-002750,LEAD-002750,high
HS-002751,LEAD-002751,high
HS-002752,LEAD-002752,high
HS-002753,LEAD-002753,high
HS-002754,LEAD-002754,high
HS-002755,,low
HS-002756,LEAD-002756,high
HS-002757,LEAD-002757,high
HS-002758,,low
HS-002759,LEAD-002759,high
HS-002760,LEAD-002760,high
HS-002761,LEAD-002761,high
HS-002762,LEAD-002762,high
HS-002763,LEAD-002763,high
HS-002764,LEAD-002764,high
HS-002765,LEAD-002765,high
HS-002766,LEAD-002766,high
HS-002767,LEAD-002767,high
HS-002768,LEAD-002768,high
HS-002769,LEAD-002769,high
HS-002770,LEAD-002770,high
HS-002771,LEAD-002771,high
HS-002772,LEAD-002772,high
HS-002773,LEAD-002773,high
HS-002774,LEAD-002774,high
HS-002775,LEAD-002775,high
HS-002776,LEAD-002776,high
HS-002777,LEAD-002777,high
HS-002778,,low
HS-002779,LEAD-002779,high
HS-002780,LEAD-002780,high
HS-002781,LEAD-002781,high
HS-002782,LEAD-002782,high
HS-002783,LEAD-002783,high
HS-002784,LEAD-002784,high
HS-002785,LEAD-002785,high
HS-002786,LEAD-002786,high
HS-002787,LEAD-002787,high
HS-002788,LEAD-002788,high
HS-002789,LEAD-002789,high
HS-002790,LEAD-002790,high
HS-002791,LEAD-002791,high
HS-002792,LEAD-002792,high
HS-002793,LEAD-002793,high
HS-002794,LEAD-002794,high
HS-002795,LEAD-002795,high
HS-002796,LEAD-002796,high
HS-002797,LEAD-002797,high
HS-002798,LEAD-002798,high
HS-002799,LEAD-002799,high
HS-002800,LEAD-002800,high
HS-002801,LEAD-002801,high
HS-002802,LEAD-002802,high
HS-002803,LEAD-002803,high
HS-002804,LEAD-002804,high
HS-002805,LEAD-002805,high
HS-002806,LEAD-002806,high
HS-002807,LEAD-002807,high
HS-002808,LEAD-002808,high
HS-002809,LEAD-002809,high
HS-002810,LEAD-002810,high
HS-002811,LEAD-002811,high
HS-002812,LEAD-002812,high
HS-002813,LEAD-002813,high
HS-002814,,low
HS-002815,LEAD-002815,high
HS-002816,LEAD-002816,high
HS-002817,LEAD-002817,high
HS-002818,LEAD-002818,high
HS-002819,LEAD-002819,high
HS-002820,LEAD-002820,high
HS-002821,,low
HS-002822,LEAD-002822,high
HS-002823,LEAD-002823,high
HS-002824,LEAD-002824,high
HS-002825,LEAD-002825,high
HS-002826,LEAD-002826,high
HS-002827,LEAD-002827,high
HS-002828,LEAD-002828,high
HS-002829,LEAD-002829,high
HS-002830,LEAD-002830,high
HS-002831,LEAD-002831,high
HS-002832,LEAD-002832,high
HS-002833,LEAD-002833,high
HS-002834,,low
HS-002835,LEAD-002835,high
HS-002836,LEAD-002836,high
HS-002837,LEAD-002837,high
HS-002838,LEAD-002838,high
HS-002839,LEAD-002839,high
HS-002840,LEAD-002840,high
HS-002841,LEAD-002841,high
HS-002842,LEAD-002842,high
HS-002843,LEAD-002843,high
HS-002844,LEAD-002844,high
HS-002845,LEAD-002845,high
HS-002846,LEAD-002846,high
HS-002847,LEAD-002847,high
HS-002848,LEAD-002848,high
HS-002849,LEAD-002849,high
HS-002850,LEAD-002850,high
HS-002851,LEAD-002851,high
HS-002852,LEAD-002852,high
HS-002853,LEAD-002853,high
HS-002854,LEAD-002854,high
HS-002855,,low
HS-002856,,low
HS-002857,LEAD-002857,high
HS-002858,LEAD-002858,high
HS-002859,LEAD-002859,high
HS-002860,,low
HS-002861,LEAD-002861,high
HS-002862,LEAD-002862,high
HS-002863,LEAD-002863,high
HS-002864,LEAD-002864,high
HS-002865,LEAD-002865,high
HS-002866,LEAD-002866,high
HS-002867,LEAD-002867,high
HS-002868,LEAD-002868,high
HS-002869,LEAD-002869,high
HS-002870,LEAD-002870,high
HS-002871,LEAD-002871,high
HS-002872,LEAD-002872,high
HS-002873,LEAD-002873,high
HS-002874,LEAD-002874,high
HS-002875,LEAD-002875,high
HS-002876,LEAD-002876,high
HS-002877,LEAD-002877,high
HS-002878,LEAD-002878,high
HS-002879,LEAD-002879,high
HS-002880,LEAD-002880,high
HS-002881,LEAD-002881,high
HS-002882,,low
HS-002883,LEAD-002883,high
HS-002884,LEAD-002884,high
HS-002885,LEAD-002885,high
HS-002886,LEAD-002886,high
HS-002887,LEAD-002887,high
HS-002888,LEAD-002888,high
HS-002889,LEAD-002889,high
HS-002890,LEAD-002890,high
HS-002891,LEAD-002891,high
HS-002892,LEAD-002892,high
HS-002893,LEAD-002893,high
HS-002894,LEAD-002894,high
HS-002895,LEAD-002895,high
HS-002896,LEAD-002896,high
HS-002897,,low
HS-002898,LEAD-002898,high
HS-002899,,low
HS-002900,LEAD-002900,high
HS-002901,LEAD-002901,high
HS-002902,LEAD-002902,high
HS-002903,LEAD-002903,high
HS-002904,LEAD-002904,high
HS-002905,LEAD-002905,high
HS-002906,LEAD-002906,high
HS-002907,,low
HS-002908,LEAD-002908,high
HS-002909,LEAD-002909,high
HS-002910,LEAD-002910,high
HS-002911,LEAD-002911,high
HS-002912,LEAD-002912,high
HS-002913,LEAD-002913,high
HS-002914,LEAD-002914,high
HS-002915,LEAD-002915,high
HS-002916,,low
HS-002917,LEAD-002917,high
HS-002918,LEAD-002918,high
HS-002919,,low
HS-002920,LEAD-002920,high
HS-002921,LEAD-002921,high
HS-002922,LEAD-002922,high
HS-002923,LEAD-002923,high
HS-002924,LEAD-002924,high
HS-002925,LEAD-002925,high
HS-002926,LEAD-002926,high
HS-002927,LEAD-002927,high
HS-002928,LEAD-002928,high
HS-002929,LEAD-002929,high
HS-002930,,low
HS-002931,LEAD-002931,high
HS-002932,LEAD-002932,high
HS-002933,LEAD-002933,high
HS-002934,LEAD-002934,high
HS-002935,LEAD-002935,high
HS-002936,LEAD-002936,high
HS-002937,LEAD-002937,high
HS-002938,LEAD-002938,high
HS-002939,LEAD-002939,high
HS-002940,LEAD-002940,high
HS-002941,LEAD-002941,high
HS-002942,,low
HS-002943,LEAD-002943,high
HS-002944,,low
HS-002945,LEAD-002945,high
HS-002946,LEAD-002946,high
HS-002947,LEAD-002947,high
HS-002948,LEAD-002948,high
HS-002949,LEAD-002949,high
HS-002950,LEAD-002950,high
HS-002951,LEAD-002951,high
HS-002952,LEAD-002952,high
HS-002953,LEAD-002953,high
HS-002954,LEAD-002954,high
HS-002955,LEAD-002955,high
HS-002956,LEAD-002956,high
HS-002957,,low
HS-002958,LEAD-002958,high
HS-002959,LEAD-002959,high
HS-002960,LEAD-002960,high
HS-002961,LEAD-002961,high
HS-002962,LEAD-002962,high
HS-002963,LEAD-002963,high
HS-002964,LEAD-002964,high
HS-002965,LEAD-002965,high
HS-002966,LEAD-002966,high
HS-002967,LEAD-002967,high
HS-002968,LEAD-002968,high
HS-002969,LEAD-002969,high
HS-002970,LEAD-002970,high
HS-002971,LEAD-002971,high
HS-002972,LEAD-002972,high
HS-002973,LEAD-002973,high
HS-002974,LEAD-002974,high
HS-002975,LEAD-002975,high
HS-002976,LEAD-002976,high
HS-002977,LEAD-002977,high
HS-002978,LEAD-002978,high
HS-002979,LEAD-002979,high
HS-002980,,low
HS-002981,LEAD-002981,high
HS-002982,LEAD-002982,high
HS-002983,LEAD-002983,high
HS-002984,LEAD-002984,high
HS-002985,LEAD-002985,high
HS-002986,LEAD-002986,high
HS-002987,LEAD-002987,high
HS-002988,LEAD-002988,high
HS-002989,LEAD-002989,high
HS-002990,LEAD-002990,high
HS-002991,LEAD-002991,high
HS-002992,LEAD-002992,high
HS-002993,,low
HS-002994,LEAD-002994,high
HS-002995,LEAD-002995,high
HS-002996,LEAD-002996,high
HS-002997,LEAD-002997,high
HS-002998,LEAD-002998,high
HS-002999,LEAD-002999,high
HS-003000,LEAD-003000,high
HS-003001,LEAD-003001,high
HS-003002,LEAD-003002,high
HS-003003,LEAD-003003,high
HS-003004,LEAD-003004,high
HS-003005,LEAD-003005,high
HS-003006,LEAD-003006,high
HS-003007,LEAD-003007,high
HS-003008,LEAD-003008,high
HS-003009,LEAD-003009,high
HS-003010,LEAD-003010,high
HS-003011,LEAD-003011,high
HS-003012,LEAD-003012,high
HS-003013,LEAD-003013,high
HS-003014,LEAD-003014,high
HS-003015,LEAD-003015,high
HS-003016,LEAD-003016,high
HS-003017,LEAD-003017,high
HS-003018,LEAD-003018,high
HS-003019,LEAD-003019,high
HS-003020,LEAD-003020,high
HS-003021,LEAD-003021,high
HS-003022,LEAD-003022,high
HS-003023,LEAD-003023,high
HS-003024,LEAD-003024,high
HS-003025,LEAD-003025,high
HS-003026,LEAD-003026,high
HS-003027,LEAD-003027,high
HS-003028,LEAD-003028,high
HS-003029,LEAD-003029,high
HS-003030,LEAD-003030,high
HS-003031,LEAD-003031,high
HS-003032,LEAD-003032,high
HS-003033,LEAD-003033,high
HS-003034,,low
HS-003035,LEAD-003035,high
HS-003036,LEAD-003036,high
HS-003037,LEAD-003037,high
HS-003038,LEAD-003038,high
HS-003039,LEAD-003039,high
HS-003040,LEAD-003040,high
HS-003041,LEAD-003041,high
HS-003042,,low
HS-003043,LEAD-003043,high
HS-003044,LEAD-003044,high
HS-003045,LEAD-003045,high
HS-003046,LEAD-003046,high
HS-003047,LEAD-003047,high
HS-003048,LEAD-003048,high
HS-003049,LEAD-003049,high
HS-003050,LEAD-003050,high
HS-003051,LEAD-003051,high
HS-003052,,low
HS-003053,LEAD-003053,high
HS-003054,LEAD-003054,high
HS-003055,LEAD-003055,high
HS-003056,LEAD-003056,high
HS-003057,LEAD-003057,high
HS-003058,LEAD-003058,high
HS-003059,LEAD-003059,high
HS-003060,LEAD-003060,high
HS-003061,LEAD-003061,high
HS-003062,LEAD-003062,high
HS-003063,LEAD-003063,high
HS-003064,LEAD-003064,high
HS-003065,LEAD-003065,high
HS-003066,LEAD-003066,high
HS-003067,LEAD-003067,high
HS-003068,LEAD-003068,high
HS-003069,LEAD-003069,high
HS-003070,LEAD-003070,high
HS-003071,LEAD-003071,high
HS-003072,,low
HS-003073,LEAD-003073,high
HS-003074,LEAD-003074,high
HS-003075,LEAD-003075,high
HS-003076,LEAD-003076,high
HS-003077,LEAD-003077,high
HS-003078,LEAD-003078,high
HS-003079,LEAD-003079,high
HS-003080,LEAD-003080,high
HS-003081,LEAD-003081,high
HS-003082,LEAD-003082,high
HS-003083,LEAD-003083,high
HS-003084,LEAD-003084,high
HS-003085,LEAD-003085,high
HS-003086,LEAD-003086,high
HS-003087,LEAD-003087,high
HS-003088,LEAD-003088,high
HS-003089,,low
HS-003090,LEAD-003090,high
HS-003091,LEAD-003091,high
HS-003092,LEAD-003092,high
HS-003093,LEAD-003093,high
HS-003094,LEAD-003094,high
HS-003095,,low
HS-003096,LEAD-003096,high
HS-003097,LEAD-003097,high
HS-003098,,low
HS-003099,LEAD-003099,high
HS-003100,LEAD-003100,high
HS-003101,LEAD-003101,high
HS-003102,LEAD-003102,high
HS-003103,,low
HS-003104,LEAD-003104,high
HS-003105,LEAD-003105,high
HS-003106,LEAD-003106,high
HS-003107,LEAD-003107,high
HS-003108,LEAD-003108,high
HS-003109,LEAD-003109,high
HS-003110,LEAD-003110,high
HS-003111,LEAD-003111,high
HS-003112,LEAD-003112,high
HS-003113,,low
HS-003114,LEAD-003114,high
HS-003115,LEAD-003115,high
HS-003116,LEAD-003116,high
HS-003117,LEAD-003117,high
HS-003118,LEAD-003118,high
HS-003119,LEAD-003119,high
HS-003120,LEAD-003120,high
HS-003121,LEAD-003121,high
HS-003122,LEAD-003122,high
HS-003123,LEAD-003123,high
HS-003124,LEAD-003124,high
HS-003125,LEAD-003125,high
HS-003126,LEAD-003126,high
HS-003127,LEAD-003127,high
HS-003128,LEAD-003128,high
HS-003129,LEAD-003129,high
HS-003130,LEAD-003130,high
HS-003131,LEAD-003131,high
HS-003132,LEAD-003132,high
HS-003133,LEAD-003133,high
HS-003134,LEAD-003134,high
HS-003135,LEAD-003135,high
HS-003136,LEAD-003136,high
HS-003137,LEAD-003137,high
HS-003138,LEAD-003138,high
HS-003139,LEAD-003139,high
HS-003140,LEAD-003140,high
HS-003141,LEAD-003141,high
HS-003142,LEAD-003142,high
HS-003143,LEAD-003143,high
HS-003144,LEAD-003144,high
HS-003145,LEAD-003145,high
HS-003146,LEAD-003146,high
HS-003147,LEAD-003147,high
HS-003148,,low
HS-003149,LEAD-003149,high
HS-003150,LEAD-003150,high
HS-003151,LEAD-003151,high
HS-003152,LEAD-003152,high
HS-003153,LEAD-003153,high
HS-003154,LEAD-003154,high
HS-003155,LEAD-003155,high
HS-003156,LEAD-003156,high
HS-003157,LEAD-003157,high
HS-003158,LEAD-003158,high
HS-003159,LEAD-003159,high
HS-003160,LEAD-003160,high
HS-003161,LEAD-003161,high
HS-003162,LEAD-003162,high
HS-003163,LEAD-003163,high
HS-003164,LEAD-003164,high
HS-003165,LEAD-003165,high
HS-003166,LEAD-003166,high
HS-003167,LEAD-003167,high
HS-003168,LEAD-003168,high
HS-003169,LEAD-003169,high
HS-003170,LEAD-003170,high
HS-003171,LEAD-003171,high
HS-003172,LEAD-003172,high
HS-003173,LEAD-003173,high
HS-003174,LEAD-003174,high
HS-003175,LEAD-003175,high
HS-003176,LEAD-003176,high
HS-003177,LEAD-003177,high
HS-003178,LEAD-003178,high
HS-003179,LEAD-003179,high
HS-003180,LEAD-003180,high
HS-003181,LEAD-003181,high
HS-003182,,low
HS-003183,LEAD-003183,high
HS-003184,LEAD-003184,high
HS-003185,LEAD-003185,high
HS-003186,LEAD-003186,high
HS-003187,LEAD-003187,high
HS-003188,LEAD-003188,high
HS-003189,,low
HS-003190,LEAD-003190,high
HS-003191,LEAD-003191,high
HS-003192,LEAD-003192,high
HS-003193,LEAD-003193,high
HS-003194,LEAD-003194,high
HS-003195,LEAD-003195,high
HS-003196,LEAD-003196,high
HS-003197,LEAD-003197,high
HS-003198,,low
HS-003199,LEAD-003199,high
HS-003200,LEAD-003200,high
HS-003201,LEAD-003201,high
HS-003202,LEAD-003202,high
HS-003203,LEAD-003203,high
HS-003204,LEAD-003204,high
HS-003205,LEAD-003205,high
HS-003206,LEAD-003206,high
HS-003207,LEAD-003207,high
HS-003208,LEAD-003208,high
HS-003209,LEAD-003209,high
HS-003210,LEAD-003210,high
HS-003211,LEAD-003211,high
HS-003212,LEAD-003212,high
HS-003213,LEAD-003213,high
HS-003214,LEAD-003214,high
HS-003215,LEAD-003215,high
HS-003216,LEAD-003216,high
HS-003217,LEAD-003217,high
HS-003218,LEAD-003218,high
HS-003219,LEAD-003219,high
HS-003220,LEAD-003220,high
HS-003221,LEAD-003221,high
HS-003222,LEAD-003222,high
HS-003223,LEAD-003223,high
HS-003224,LEAD-003224,high
HS-003225,LEAD-003225,high
HS-003226,LEAD-003226,high
HS-003227,LEAD-003227,high
HS-003228,LEAD-003228,high
HS-003229,LEAD-003229,high
HS-003230,LEAD-003230,high
HS-003231,LEAD-003231,high
HS-003232,LEAD-003232,high
HS-003233,LEAD-003233,high
HS-003234,LEAD-003234,high
HS-003235,LEAD-003235,high
HS-003236,LEAD-003236,high
HS-003237,LEAD-003237,high
HS-003238,LEAD-003238,high
HS-003239,,low
HS-003240,LEAD-003240,high
HS-003241,LEAD-003241,high
HS-003242,LEAD-003242,high
HS-003243,LEAD-003243,high
HS-003244,LEAD-003244,high
HS-003245,LEAD-003245,high
HS-003246,LEAD-003246,high
HS-003247,LEAD-003247,high
HS-003248,,low
HS-003249,LEAD-003249,high
HS-003250,LEAD-003250,high
HS-003251,LEAD-003251,high
HS-003252,LEAD-003252,high
HS-003253,,low
HS-003254,,low
HS-003255,LEAD-003255,high
HS-003256,,low
HS-003257,LEAD-003257,high
HS-003258,LEAD-003258,high
HS-003259,LEAD-003259,high
HS-003260,LEAD-003260,high
HS-003261,LEAD-003261,high
HS-003262,LEAD-003262,high
HS-003263,LEAD-003263,high
HS-003264,,low
HS-003265,LEAD-003265,high
HS-003266,LEAD-003266,high
HS-003267,LEAD-003267,high
HS-003268,LEAD-003268,high
HS-003269,LEAD-003269,high
HS-003270,LEAD-003270,high
HS-003271,LEAD-003271,high
HS-003272,LEAD-003272,high
HS-003273,LEAD-003273,high
HS-003274,LEAD-003274,high
HS-003275,LEAD-003275,high
HS-003276,LEAD-003276,high
HS-003277,LEAD-003277,high
HS-003278,,low
HS-003279,LEAD-003279,high
HS-003280,LEAD-003280,high
HS-003281,,low
HS-003282,LEAD-003282,high
HS-003283,LEAD-003283,high
HS-003284,LEAD-003284,high
HS-003285,LEAD-003285,high
HS-003286,LEAD-003286,high
HS-003287,LEAD-003287,high
HS-003288,LEAD-003288,high
HS-003289,LEAD-003289,high
HS-003290,LEAD-003290,high
HS-003291,LEAD-003291,high
HS-003292,LEAD-003292,high
HS-003293,LEAD-003293,high
HS-003294,LEAD-003294,high
HS-003295,LEAD-003295,high
HS-003296,LEAD-003296,high
HS-003297,LEAD-003297,high
HS-003298,LEAD-003298,high
HS-003299,LEAD-003299,high
HS-003300,LEAD-003300,high
HS-003301,LEAD-003301,high
HS-003302,LEAD-003302,high
HS-003303,LEAD-003303,high
HS-003304,LEAD-003304,high
HS-003305,LEAD-003305,high
HS-003306,LEAD-003306,high
HS-003307,LEAD-003307,high
HS-003308,LEAD-003308,high
HS-003309,LEAD-003309,high
HS-003310,LEAD-003310,high
HS-003311,,low
HS-003312,LEAD-003312,high
HS-003313,LEAD-003313,high
HS-003314,LEAD-003314,high
HS-003315,,low
HS-003316,LEAD-003316,high
HS-003317,LEAD-003317,high
HS-003318,,low
HS-003319,LEAD-003319,high
HS-003320,LEAD-003320,high
HS-003321,LEAD-003321,high
HS-003322,LEAD-003322,high
HS-003323,LEAD-003323,high
HS-003324,LEAD-003324,high
HS-003325,LEAD-003325,high
HS-003326,,low
HS-003327,LEAD-003327,high
HS-003328,LEAD-003328,high
HS-003329,LEAD-003329,high
HS-003330,,low
HS-003331,LEAD-003331,high
HS-003332,,low
HS-003333,LEAD-003333,high
HS-003334,LEAD-003334,high
HS-003335,LEAD-003335,high
HS-003336,LEAD-003336,high
HS-003337,LEAD-003337,high
HS-003338,LEAD-003338,high
HS-003339,LEAD-003339,high
HS-003340,LEAD-003340,high
HS-003341,LEAD-003341,high
HS-003342,LEAD-003342,high
HS-003343,LEAD-003343,high
HS-003344,LEAD-003344,high
HS-003345,LEAD-003345,high
HS-003346,LEAD-003346,high
HS-003347,LEAD-003347,high
HS-003348,LEAD-003348,high
HS-003349,LEAD-003349,high
HS-003350,,low
HS-003351,LEAD-003351,high
HS-003352,LEAD-003352,high
HS-003353,LEAD-003353,high
HS-003354,LEAD-003354,high
HS-003355,LEAD-003355,high
HS-003356,LEAD-003356,high
HS-003357,LEAD-003357,high
HS-003358,,low
HS-003359,LEAD-003359,high
HS-003360,LEAD-003360,high
HS-003361,LEAD-003361,high
HS-003362,LEAD-003362,high
HS-003363,LEAD-003363,high
HS-003364,LEAD-003364,high
HS-003365,LEAD-003365,high
HS-003366,LEAD-003366,high
HS-003367,LEAD-003367,high
HS-003368,LEAD-003368,high
HS-003369,LEAD-003369,high
HS-003370,LEAD-003370,high
HS-003371,LEAD-003371,high
HS-003372,LEAD-003372,high
HS-003373,LEAD-003373,high
HS-003374,LEAD-003374,high
HS-003375,LEAD-003375,high
HS-003376,LEAD-003376,high
HS-003377,LEAD-003377,high
HS-003378,LEAD-003378,high
HS-003379,LEAD-003379,high
HS-003380,LEAD-003380,high
HS-003381,LEAD-003381,high
HS-003382,LEAD-003382,high
HS-003383,LEAD-003383,high
HS-003384,LEAD-003384,high
HS-003385,LEAD-003385,high
HS-003386,LEAD-003386,high
HS-003387,LEAD-003387,high
HS-003388,LEAD-003388,high
HS-003389,LEAD-003389,high
HS-003390,LEAD-003390,high
HS-003391,LEAD-003391,high
HS-003392,LEAD-003392,high
HS-003393,LEAD-003393,high
HS-003394,LEAD-003394,high
HS-003395,LEAD-003395,high
HS-003396,LEAD-003396,high
HS-003397,LEAD-003397,high
HS-003398,LEAD-003398,high
HS-003399,LEAD-003399,high
HS-003400,LEAD-003400,high
HS-003401,LEAD-003401,high
HS-003402,LEAD-003402,high
HS-003403,LEAD-003403,high
HS-003404,LEAD-003404,high
HS-003405,LEAD-003405,high
HS-003406,LEAD-003406,high
HS-003407,LEAD-003407,high
HS-003408,LEAD-003408,high
HS-003409,,low
HS-003410,LEAD-003410,high
HS-003411,,low
HS-003412,LEAD-003412,high
HS-003413,LEAD-003413,high
HS-003414,LEAD-003414,high
HS-003415,,low
HS-003416,LEAD-003416,high
HS-003417,LEAD-003417,high
HS-003418,LEAD-003418,high
HS-003419,LEAD-003419,high
HS-003420,LEAD-003420,high
HS-003421,LEAD-003421,high
HS-003422,LEAD-003422,high
HS-003423,LEAD-003423,high
HS-003424,LEAD-003424,high
HS-003425,LEAD-003425,high
HS-003426,LEAD-003426,high
HS-003427,,low
HS-003428,LEAD-003428,high
HS-003429,LEAD-003429,high
HS-003430,LEAD-003430,high
HS-003431,LEAD-003431,high
HS-003432,LEAD-003432,high
HS-003433,LEAD-003433,high
HS-003434,LEAD-003434,high
HS-003435,LEAD-003435,high
HS-003436,LEAD-003436,high
HS-003437,LEAD-003437,high
HS-003438,LEAD-003438,high
HS-003439,LEAD-003439,high
HS-003440,LEAD-003440,high
HS-003441,LEAD-003441,high
HS-003442,LEAD-003442,high
HS-003443,LEAD-003443,high
HS-003444,LEAD-003444,high
HS-003445,LEAD-003445,high
HS-003446,LEAD-003446,high
HS-003447,LEAD-003447,high
HS-003448,LEAD-003448,high
HS-003449,LEAD-003449,high
HS-003450,LEAD-003450,high
HS-003451,LEAD-003451,high
HS-003452,LEAD-003452,high
HS-003453,LEAD-003453,high
HS-003454,LEAD-003454,high
HS-003455,LEAD-003455,high
HS-003456,LEAD-003456,high
HS-003457,LEAD-003457,high
HS-003458,LEAD-003458,high
HS-003459,LEAD-003459,high
HS-003460,LEAD-003460,high
HS-003461,LEAD-003461,high
HS-003462,LEAD-003462,high
HS-003463,LEAD-003463,high
HS-003464,LEAD-003464,high
HS-003465,LEAD-003465,high
HS-003466,LEAD-003466,high
HS-003467,LEAD-003467,high
HS-003468,LEAD-003468,high
HS-003469,LEAD-003469,high
HS-003470,LEAD-003470,high
HS-003471,LEAD-003471,high
HS-003472,LEAD-003472,high
HS-003473,LEAD-003473,high
HS-003474,LEAD-003474,high
HS-003475,LEAD-003475,high
HS-003476,LEAD-003476,high
HS-003477,LEAD-003477,high
HS-003478,LEAD-003478,high
HS-003479,LEAD-003479,high
HS-003480,LEAD-003480,high
HS-003481,LEAD-003481,high
HS-003482,LEAD-003482,high
HS-003483,LEAD-003483,high
HS-003484,LEAD-003484,high
HS-003485,LEAD-003485,high
HS-003486,LEAD-003486,high
HS-003487,LEAD-003487,high
HS-003488,LEAD-003488,high
HS-003489,LEAD-003489,high
HS-003490,LEAD-003490,high
HS-003491,LEAD-003491,high
HS-003492,LEAD-003492,high
HS-003493,LEAD-003493,high
HS-003494,LEAD-003494,high
HS-003495,LEAD-003495,high
HS-003496,LEAD-003496,high
HS-003497,LEAD-003497,high
HS-003498,LEAD-003498,high
HS-003499,LEAD-003499,high
HS-003500,,low
HS-003501,LEAD-003501,high
HS-003502,LEAD-003502,high
HS-003503,,low
HS-003504,LEAD-003504,high
HS-003505,LEAD-003505,high
HS-003506,LEAD-003506,high
HS-003507,,low
HS-003508,LEAD-003508,high
HS-003509,LEAD-003509,high
HS-003510,LEAD-003510,high
HS-003511,LEAD-003511,high
HS-003512,LEAD-003512,high
HS-003513,LEAD-003513,high
HS-003514,LEAD-003514,high
HS-003515,LEAD-003515,high
HS-003516,LEAD-003516,high
HS-003517,LEAD-003517,high
HS-003518,,low
HS-003519,LEAD-003519,high
HS-003520,LEAD-003520,high
HS-003521,LEAD-003521,high
HS-003522,LEAD-003522,high
HS-003523,LEAD-003523,high
HS-003524,,low
HS-003525,LEAD-003525,high
HS-003526,,low
HS-003527,LEAD-003527,high
HS-003528,LEAD-003528,high
HS-003529,LEAD-003529,high
HS-003530,LEAD-003530,high
HS-003531,LEAD-003531,high
HS-003532,LEAD-003532,high
HS-003533,LEAD-003533,high
HS-003534,LEAD-003534,high
HS-003535,LEAD-003535,high
HS-003536,LEAD-003536,high
HS-003537,,low
HS-003538,LEAD-003538,high
HS-003539,LEAD-003539,high
HS-003540,LEAD-003540,high
HS-003541,LEAD-003541,high
HS-003542,LEAD-003542,high
HS-003543,LEAD-003543,high
HS-003544,LEAD-003544,high
HS-003545,LEAD-003545,high
HS-003546,LEAD-003546,high
HS-003547,LEAD-003547,high
HS-003548,LEAD-003548,high
HS-003549,LEAD-003549,high
HS-003550,LEAD-003550,high
HS-003551,LEAD-003551,high
HS-003552,LEAD-003552,high
HS-003553,,low
HS-003554,LEAD-003554,high
HS-003555,LEAD-003555,high
HS-003556,LEAD-003556,high
HS-003557,LEAD-003557,high
HS-003558,LEAD-003558,high
HS-003559,LEAD-003559,high
HS-003560,LEAD-003560,high
HS-003561,LEAD-003561,high
HS-003562,LEAD-003562,high
HS-003563,LEAD-003563,high
HS-003564,LEAD-003564,high
HS-003565,LEAD-003565,high
HS-003566,LEAD-003566,high
HS-003567,,low
HS-003568,LEAD-003568,high
HS-003569,LEAD-003569,high
HS-003570,,low
HS-003571,LEAD-003571,high
HS-003572,LEAD-003572,high
HS-003573,LEAD-003573,high
HS-003574,LEAD-003574,high
HS-003575,LEAD-003575,high
HS-003576,LEAD-003576,high
HS-003577,LEAD-003577,high
HS-003578,LEAD-003578,high
HS-003579,LEAD-003579,high
HS-003580,LEAD-003580,high
HS-003581,LEAD-003581,high
HS-003582,LEAD-003582,high
HS-003583,,low
HS-003584,LEAD-003584,high
HS-003585,LEAD-003585,high
HS-003586,LEAD-003586,high
HS-003587,LEAD-003587,high
HS-003588,LEAD-003588,high
HS-003589,LEAD-003589,high
HS-003590,LEAD-003590,high
HS-003591,,low
HS-003592,LEAD-003592,high
HS-003593,LEAD-003593,high
HS-003594,,low
HS-003595,LEAD-003595,high
HS-003596,LEAD-003596,high
HS-003597,LEAD-003597,high
HS-003598,LEAD-003598,high
HS-003599,LEAD-003599,high
HS-003600,LEAD-003600,high
HS-003601,LEAD-003601,high
HS-003602,LEAD-003602,high
HS-003603,LEAD-003603,high
HS-003604,LEAD-003604,high
HS-003605,LEAD-003605,high
HS-003606,LEAD-003606,high
HS-003607,LEAD-003607,high
HS-003608,,low
HS-003609,LEAD-003609,high
HS-003610,,low
HS-003611,LEAD-003611,high
HS-003612,LEAD-003612,high
HS-003613,LEAD-003613,high
HS-003614,LEAD-003614,high
HS-003615,LEAD-003615,high
HS-003616,LEAD-003616,high
HS-003617,LEAD-003617,high
HS-003618,LEAD-003618,high
HS-003619,LEAD-003619,high
